id;course_id;grade
690;5;15
690;10;8.5
690;10;5
690;10;5
690;10;4.5
690;10;9
690;6;14.25
690;6;11.25
690;6;16.75
690;6;14.75
690;6;18.75
690;6;11.25
690;6;12.25
690;6;15.25
690;1;9
690;1;11
690;1;12
690;1;11
690;1;12
690;1;14
690;1;10
690;2;8.5
690;2;11
690;2;7
690;2;10.5
690;2;6.5
704;8;6.5
704;8;7
704;8;9.5
704;8;6
704;8;6.5
704;8;10.5
704;4;6.5
704;4;8.5
704;4;10
704;3;13.75
704;3;13.5
704;3;13
704;3;15.25
704;3;12.75
704;3;13.5
704;3;13
704;7;10.6
704;7;12.3
704;7;11.3
704;7;10.7
704;7;10.1
704;7;11.1
704;9;7.3
704;9;10.6
704;9;9.9
704;9;9.4
704;9;7.9
704;9;9.1
704;5;11.75
704;5;16.75
704;5;16.25
704;5;8.5
704;5;10.5
704;5;14
704;5;12
704;5;12.25
704;5;8.5
704;10;9
704;10;6
704;10;7.5
704;10;6
704;10;11
704;6;13.25
704;6;19
704;6;12.75
704;6;10.75
704;6;18.75
704;6;16
704;6;13.25
704;6;12.75
704;1;10
704;1;13
704;1;10
704;1;8
704;1;10.5
704;1;11.5
704;1;13
704;2;9.5
704;2;7.5
704;2;11.5
704;2;5.5
704;2;8
712;8;8
712;8;5.5
712;8;6
712;8;8
712;8;7
712;8;9.5
712;4;7
712;4;7
712;4;7
712;3;12
712;3;14.5
712;3;14.75
712;3;15.5
712;3;12.75
712;3;13.5
712;3;15.25
712;7;10.4
712;7;9.1
712;7;11
712;7;9.5
712;7;8.8
712;7;11.5
712;9;8.7
712;9;7.7
712;9;13.4
712;9;12.5
712;9;11.6
712;9;11.4
712;5;10.25
712;5;13
712;5;10
712;5;16
712;5;14.5
712;5;13.25
712;5;15.5
712;5;8.75
712;5;unknown
712;10;4
712;10;4
712;10;9
712;10;10.5
712;10;1
712;6;9.5
712;6;16.5
712;6;12.75
712;6;13.75
712;6;12.75
712;6;11.5
712;6;15
712;6;13.5
712;1;12
712;1;10
712;1;5
712;1;8
712;1;13
712;1;11.5
712;1;11
712;2;10.5
712;2;9.5
712;2;8.5
712;2;5.5
712;2;12
721;8;9
721;8;9.5
721;8;9
721;8;4.5
721;8;11
721;8;6.5
721;4;7
721;4;6.5
721;4;8
721;3;15.25
721;3;14.75
721;3;13.5
721;3;15
721;3;16.25
721;3;15
721;7;11.8
721;7;10.3
721;7;11.4
721;7;10.4
721;7;11.5
721;7;10.6
721;9;13.3
721;9;12.3
721;9;4.4
721;9;5.6
721;9;9.1
721;9;11.9
721;5;12.25
721;5;11
721;5;9.75
721;5;11.25
721;5;12.5
721;5;16.25
721;5;15
721;5;14.75
721;5;13
721;10;7.5
721;10;9.5
721;10;5.5
721;10;6.5
721;10;5
721;6;8
721;6;15.25
721;6;9.5
721;6;14.75
721;6;10.75
721;6;11.75
721;6;9.25
721;6;15
721;1;11.5
721;1;15
721;1;8
721;1;9
721;1;11
721;1;11.5
721;1;11.5
721;2;9.5
721;2;9.5
721;2;7
721;2;5
721;2;10
745;8;6
745;8;4
745;8;8.5
745;8;7.5
745;8;6
745;8;6
745;4;7
745;4;6
745;4;7
745;3;unknown
745;3;15
745;3;15.5
745;3;12.25
745;3;13.75
745;3;13
745;7;9.4
745;7;9.3
745;7;11.3
745;7;11.7
745;7;11.3
745;7;11.8
745;9;11.1
745;9;6.6
745;9;9
745;9;0.8
745;9;4.7
745;9;9.2
745;5;12.5
745;5;11.25
745;5;10.25
745;5;13.5
745;5;9.75
745;5;11.75
745;5;13.75
745;5;14.75
745;5;12.5
745;10;8
745;10;7
745;10;3.5
745;10;5
745;10;8
745;6;11.5
745;6;13.75
745;6;13.75
745;6;14.5
745;6;16.25
745;6;13.75
745;6;11.75
745;6;13
745;1;9.5
745;1;unknown
745;1;12
745;1;9
745;1;9
745;1;7.5
745;1;11.5
745;2;5.5
745;2;11.5
745;2;6.5
745;2;5.5
745;2;7.5
752;8;8
752;8;6.5
752;8;6.5
752;8;7.5
752;8;5.5
752;8;5
752;4;5.5
752;4;5.5
752;4;6.5
752;3;14.25
752;3;13.5
752;3;15
752;3;15
752;3;14.5
752;3;13.5
752;3;14.25
752;7;9.8
752;7;9.1
752;7;9.7
752;7;9.7
752;7;10.2
752;7;9.2
752;9;8.2
752;9;7
752;9;4
752;9;12.9
752;9;6.4
752;9;5.9
752;5;7
752;5;9.25
752;5;11.25
752;5;13.75
752;5;9
752;5;11.25
752;5;8.75
752;5;7.25
752;5;13
752;10;9
752;10;9
752;10;8
752;10;8
752;10;4.5
752;6;13.5
752;6;11.25
752;6;9
752;6;15.25
752;6;12.5
752;6;11.25
752;6;12.25
752;6;11.5
752;1;15
752;1;15
752;1;12
752;1;14.5
752;1;10.5
752;1;12.5
752;1;9.5
752;2;8
752;2;6.5
752;2;5
752;2;5
752;2;8.5
759;8;5.5
759;8;5
759;8;8.5
759;8;7.5
759;8;6.5
759;8;10
759;4;7
759;4;8
759;4;8
759;3;12.75
759;3;12.75
759;3;13
759;3;14
759;3;12.75
759;7;10.1
759;7;12.9
759;7;unknown
759;7;13
759;7;10.1
759;7;10.7
759;9;14.4
759;9;7.9
759;9;12.6
759;9;8.7
759;9;8.7
759;9;13.2
759;5;11.25
759;5;18.5
759;5;8
759;5;10.25
759;5;10.25
759;5;12
759;5;12.25
759;5;15.5
759;5;12.5
759;10;6
759;10;3.5
759;10;4
759;10;4.5
759;10;3.5
759;6;16.75
759;6;13.5
759;6;11.25
759;6;14.25
759;6;12.75
759;6;12
759;6;16.25
759;6;13.75
759;1;14
759;1;11.5
759;1;11.5
759;1;12.5
759;1;12
759;1;9.5
759;1;8
759;2;8.5
759;2;8
759;2;9
759;2;11.5
759;2;6.5
83;8;9
83;8;9
83;8;9
83;8;8
83;8;6
83;8;7.5
83;4;10.5
83;4;8
83;4;8
83;3;15
83;3;15
83;3;15.5
83;3;17.5
83;3;16
83;3;13.25
83;3;15
83;7;8.7
83;7;11.9
83;7;11.8
83;7;12.3
83;7;10.5
83;7;12.9
83;9;12.7
83;9;12.2
83;9;12.4
83;9;2.2
83;9;unknown
83;9;14.3
83;5;13.5
83;5;unknown
83;5;17
83;5;16
83;5;8
83;5;17.5
83;5;18.25
83;5;17.5
83;5;11.5
83;10;9.5
83;10;15.5
83;10;10
83;10;9
83;10;8.5
83;6;6.75
83;6;11
83;6;14.5
83;6;15.25
83;6;13.5
83;6;14.5
83;6;13.25
83;6;12.75
83;1;8
83;1;11
83;1;16
83;1;10.5
83;1;15
83;1;16
83;1;11.5
83;2;9.5
83;2;8
83;2;10
83;2;3.5
83;2;7.5
245;8;8.5
245;8;5
245;8;8
245;8;7
245;8;7
245;8;7.5
245;4;7.5
245;4;8
245;4;7
245;3;15.75
245;3;13.25
245;3;14.5
245;3;15
245;3;15.5
245;3;15
245;3;14
245;7;10.2
245;7;12.9
245;7;11.3
245;7;11.2
245;7;11.9
245;7;9.3
245;9;11
245;9;10.2
245;9;7.7
245;9;10.8
245;9;13
245;9;8.8
245;5;12.75
245;5;15.75
245;5;15.25
245;5;13.25
245;5;13
245;5;12.25
245;5;14.5
245;5;14.75
245;5;15.5
245;10;5.5
245;10;5.5
245;10;4
245;10;9
245;10;10
245;6;9.5
245;6;9.5
245;6;13
245;6;13.75
245;6;15
245;6;9.5
245;6;14.75
245;6;16.5
245;1;8.5
245;1;unknown
245;1;10.5
245;1;15
245;1;13
245;1;13.5
245;1;10.5
245;2;6.5
245;2;9
245;2;8
245;2;8
245;2;6.5
249;8;7
249;8;8.5
249;8;6
249;8;6.5
249;8;6
249;8;6
249;4;7.5
249;4;7.5
249;4;6
249;3;unknown
249;3;13.5
249;3;14.75
249;3;14.75
249;3;13.75
249;3;13.75
249;7;11.3
249;7;11.5
249;7;8.9
249;7;10.7
249;7;10.6
249;7;11.3
249;9;10.5
249;9;8.7
249;9;10.3
249;9;15.2
249;9;11.3
249;9;12.6
249;5;7
249;5;11.75
249;5;13
249;5;13.5
249;5;11.5
249;5;14.25
249;5;15.25
249;5;unknown
249;5;12
249;10;8
249;10;8.5
249;10;8.5
249;10;6.5
249;6;14.25
249;6;12.25
249;6;12.75
249;6;12.5
249;6;10.75
249;6;12
249;6;7
249;6;13.25
249;1;10
249;1;11
249;1;11
249;1;10
249;1;10.5
249;1;10.5
249;2;9
249;2;8.5
249;2;7
249;2;7
249;2;7.5
254;8;8
254;8;8
254;8;6
254;8;7.5
254;8;8
254;8;7
254;4;8
254;4;9.5
254;4;5
254;3;13.75
254;3;14
254;3;15.5
254;3;14
254;3;14.75
254;3;16
254;7;10.8
254;7;10.9
254;7;11.3
254;7;13.1
254;7;12
254;7;9.9
254;9;8.2
254;9;10.1
254;9;6.7
254;9;8.4
254;9;12.8
254;9;8
254;5;17.75
254;5;9.75
254;5;17
254;5;16
254;5;9.75
254;5;16.5
254;5;13.5
254;5;13.5
254;5;15.25
254;10;7.5
254;10;10
254;10;9.5
254;10;7.5
254;10;7
254;6;15
254;6;16.25
254;6;13.75
254;6;13.5
254;6;8
254;6;10.75
254;6;18
254;1;13.5
254;1;11.5
254;1;9.5
254;1;10
254;1;13.5
254;1;11
254;2;8.5
254;2;6.5
254;2;6
254;2;9
254;2;10
256;8;6
256;8;7.5
256;8;7.5
256;8;9.5
256;8;7.5
256;8;8
256;4;8
256;4;7.5
256;4;7.5
256;3;13.25
256;3;15.25
256;3;14.25
256;3;14.25
256;3;12.5
256;3;13.75
256;3;unknown
256;7;11.5
256;7;11.1
256;7;11.4
256;7;11.3
256;7;13.1
256;7;10.7
256;9;9.3
256;9;10.9
256;9;11.1
256;9;12.9
256;9;11.9
256;9;14.6
256;5;15.5
256;5;12.25
256;5;13.5
256;5;9.5
256;5;14.25
256;5;13.25
256;5;13.5
256;5;19.5
256;5;15.25
256;10;6
256;10;9.5
256;10;9.5
256;10;8.5
256;10;8.5
256;6;13.75
256;6;10.5
256;6;13
256;6;9.75
256;6;13.5
256;6;14.25
256;6;13.75
256;1;12
256;1;14
256;1;12.5
256;1;8
256;1;17
256;1;11
256;1;10.5
256;2;8
256;2;7.5
256;2;8.5
256;2;10
256;2;8.5
266;8;5.5
266;8;7
266;8;7
266;8;9
266;8;8.5
266;8;7.5
266;4;10.5
266;4;6.5
266;4;6.5
266;3;15.75
266;3;14.5
266;3;14.25
266;3;15.75
266;3;15
266;3;14.5
266;3;15.25
266;7;9.3
266;7;10.8
266;7;11.7
266;7;9.9
266;7;11.4
266;7;10.7
266;9;12.5
266;9;8
266;9;8.7
266;9;10
266;9;9.9
266;9;7.8
266;5;14.75
266;5;9.25
266;5;16
266;5;11.75
266;5;13
266;5;13.75
266;5;15.5
266;5;13
266;5;13
266;10;9
266;10;9.5
266;10;9
266;10;12
266;10;9
266;6;10.75
266;6;9.25
266;6;unknown
266;6;13
266;6;12.75
266;6;11.5
266;6;11
266;6;13
266;1;12
266;1;9
266;1;12
266;1;10
266;1;10
266;1;18.5
266;1;9
266;2;3.5
266;2;9
266;2;6
266;2;7.5
266;2;5.5
279;8;7.5
279;8;8
279;8;8.5
279;8;7
279;8;7
279;8;7.5
279;4;7.5
279;4;7.5
279;4;8
279;3;13.5
279;3;15.25
279;3;14.25
279;3;15
279;3;14
279;3;15.75
279;3;15.5
279;7;11.8
279;7;10.2
279;7;9.5
279;7;11.6
279;7;8.7
279;7;11.3
279;9;10.2
279;9;12.8
279;9;9.7
279;9;8.7
279;9;9.4
279;9;10.7
279;5;14.25
279;5;7.75
279;5;13
279;5;10.25
279;5;11
279;5;10
279;5;15.25
279;5;16.25
279;5;14.75
279;10;9.5
279;10;8.5
279;10;6.5
279;10;8.5
279;10;7.5
279;6;17.25
279;6;12.75
279;6;15.5
279;6;15
279;6;15
279;6;9
279;6;10
279;6;11
279;1;12
279;1;15
279;1;11.5
279;1;10
279;1;14
279;1;7.5
279;1;unknown
279;2;7
279;2;9
279;2;10.5
279;2;8
279;2;8
294;8;8
294;8;9
294;8;7
294;8;7.5
294;8;7.5
294;8;8
294;4;6.5
294;4;8.5
294;4;8
294;3;16.25
294;3;14.25
294;3;13
294;3;15.25
294;3;15.25
294;3;15
294;3;15.75
294;7;9.7
294;7;11.4
294;7;10.9
294;7;10.3
294;7;9.3
294;7;10.5
294;9;11
294;9;13.2
294;9;13.9
294;9;14
294;9;12.7
294;9;10.1
294;5;17.5
294;5;15.5
294;5;15
294;5;14
294;5;12
294;5;19
294;5;9.75
294;5;11.5
294;5;13.25
294;10;5
294;10;4.5
294;10;10.5
294;10;9.5
294;10;8
294;6;12.25
294;6;11.25
294;6;13.25
294;6;10.25
294;6;12.75
294;6;16.75
294;6;11.5
294;6;13.75
294;1;11
294;1;15.5
294;1;8
294;1;11.5
294;1;12
294;1;10.5
294;1;7.5
294;2;9.5
294;2;6.5
294;2;7.5
294;2;8.5
294;2;5.5
295;8;5
295;8;7
295;8;7
295;8;9.5
295;8;8
295;8;6.5
295;4;6.5
295;4;8.5
295;4;6.5
295;3;15.75
295;3;11.75
295;3;13.5
295;3;15.75
295;3;13.75
295;7;12.9
295;7;11.3
295;7;11.1
295;7;11
295;7;11.5
295;9;9.9
295;9;7.6
295;9;11.7
295;9;12.9
295;9;14
295;9;14.9
295;5;13.25
295;5;13.5
295;5;13.75
295;5;13
295;5;15.25
295;5;12.25
295;5;11.75
295;5;12.5
295;5;15.5
295;10;3.5
295;10;11.5
295;10;8.5
295;10;5.5
295;10;10
295;6;12
295;6;12
295;6;17.75
295;6;13.75
295;6;15.75
295;6;16.25
295;6;14.25
295;6;13
295;1;14.5
295;1;15.5
295;1;15
295;1;12
295;1;10
295;1;5
295;1;9.5
295;2;9.5
295;2;7.5
295;2;8.5
295;2;unknown
295;2;7
324;8;5
324;8;7
324;8;5.5
324;8;4
324;8;6.5
324;8;6.5
324;4;8
324;4;7.5
324;4;8
324;3;13.75
324;3;15.5
324;3;12.5
324;3;14.75
324;3;13
324;3;13.5
324;3;15
324;7;12.3
324;7;10.6
324;7;10.3
324;7;9.6
324;7;11.4
324;7;12.1
324;9;5.9
324;9;10.3
324;9;11.2
324;9;17.5
324;9;5.5
324;9;14.5
324;5;14.75
324;5;13
324;5;12
324;5;20
324;5;11.25
324;5;9.25
324;5;13
324;5;19.75
324;5;9.75
324;10;8.5
324;10;12
324;10;8
324;10;2
324;6;9.5
324;6;9
324;6;9.75
324;6;17.25
324;6;12.75
324;6;unknown
324;6;14.25
324;6;17.25
324;1;10.5
324;1;8
324;1;16.5
324;1;11
324;1;13
324;1;13
324;2;7
324;2;4
324;2;11
324;2;2.5
324;2;11
357;8;8.5
357;8;7.5
357;8;7
357;8;9
357;8;6
357;8;10
357;4;9
357;4;6
357;4;7
357;3;13
357;3;15.25
357;3;12.75
357;3;13.5
357;3;14
357;3;14.5
357;3;14.25
357;7;11.3
357;7;11.6
357;7;11.9
357;7;11.5
357;7;12.7
357;9;13.9
357;9;12.1
357;9;12
357;9;9.5
357;9;14.6
357;9;9.6
357;5;10.5
357;5;16
357;5;12.75
357;5;15.5
357;5;9.75
357;5;13.5
357;5;15
357;5;15
357;5;17.25
357;10;5.5
357;10;8.5
357;10;5.5
357;10;6
357;10;7.5
357;6;12
357;6;13.25
357;6;15.5
357;6;16.75
357;6;15.25
357;6;16.5
357;6;11.25
357;6;19.5
357;1;8
357;1;10.5
357;1;6
357;1;10.5
357;1;8
357;1;10
357;1;17.5
357;2;6
357;2;9.5
357;2;5.5
357;2;9
357;2;12
394;8;8
394;8;7.5
394;8;9.5
394;8;7.5
394;8;8
394;8;6
394;4;7
394;4;6
394;4;8
394;3;15.25
394;3;15
394;3;14.25
394;3;16.25
394;3;14
394;3;14.5
394;3;15.5
394;7;11
394;7;11.7
394;7;10.2
394;7;11.2
394;7;11.3
394;7;11.5
394;9;9.4
394;9;15.3
394;9;7.8
394;9;6.1
394;9;8.4
394;5;12.75
394;5;12.25
394;5;8.5
394;5;9
394;5;13.5
394;5;13.5
394;5;13.5
394;5;14.5
394;5;17
394;10;9
394;10;8
394;10;15
394;10;9
394;10;8.5
394;6;14.5
394;6;11.5
394;6;14
394;6;10.5
394;6;11.25
394;6;17.25
394;6;13
394;6;16.5
394;1;11
394;1;12
394;1;14
394;1;14.5
394;1;10.5
394;1;11
394;2;8.5
394;2;8.5
394;2;10
394;2;6.5
394;2;6.5
407;8;7.5
407;8;9
407;8;8
407;8;6.5
407;8;8.5
407;8;7.5
407;4;7.5
407;4;9
407;4;5
407;3;14.25
407;3;14.5
407;3;13.5
407;3;13.75
407;3;16.25
407;3;15
407;3;14.5
407;7;13.3
407;7;10.6
407;7;12.1
407;7;12.8
407;7;11.1
407;9;12
407;9;11.3
407;9;10.5
407;9;12.4
407;9;14.1
407;9;10.1
407;5;10.75
407;5;12.25
407;5;14.25
407;5;10.25
407;5;15
407;5;14.25
407;5;14
407;5;13.5
407;5;20
407;10;10
407;10;7
407;10;5
407;10;11.5
407;10;6
407;6;12.5
407;6;12
407;6;13.25
407;6;9.75
407;6;20
407;6;13.5
407;6;12.25
407;6;10.25
407;1;9.5
407;1;13
407;1;6
407;1;14
407;1;11
407;1;13
407;1;8.5
407;2;10.5
407;2;7
407;2;7.5
407;2;11
407;2;10.5
414;8;7.5
414;8;7
414;8;7.5
414;8;10
414;8;7.5
414;4;9
414;4;5.5
414;4;10
414;3;13.25
414;3;13.75
414;3;17
414;3;13.75
414;3;15.25
414;3;16.25
414;3;13.5
414;7;11.6
414;7;11.2
414;7;12
414;7;11.9
414;7;10.5
414;7;12.7
414;9;9.4
414;9;11.6
414;9;8.8
414;9;12.4
414;9;11.2
414;9;7.1
414;5;14.75
414;5;12.75
414;5;15.5
414;5;10
414;5;12.25
414;5;14.5
414;5;18
414;5;11.25
414;5;17
414;10;10
414;10;8.5
414;10;7
414;10;10.5
414;10;7.5
414;6;14.25
414;6;12.5
414;6;11
414;6;15.75
414;6;8
414;6;13
414;6;12.75
414;1;10
414;1;12
414;1;12
414;1;11
414;1;11.5
414;1;12.5
414;1;8.5
414;2;9
414;2;8.5
414;2;3
414;2;9.5
443;8;5.5
443;8;8.5
443;8;6
443;8;8
443;8;8.5
443;4;6.5
443;4;9.5
443;4;6.5
443;3;13.75
443;3;14.25
443;3;15.25
443;3;15.25
443;3;13.5
443;3;13.75
443;3;15.75
443;7;12.6
443;7;11.7
443;7;11.1
443;7;11.3
443;7;10
443;7;13
443;9;6.5
443;9;9.7
443;9;7.6
443;9;13.2
443;9;8.3
443;9;11
443;5;13.5
443;5;12.75
443;5;8.25
443;5;13.75
443;5;13.75
443;5;9.75
443;5;10.25
443;5;15.75
443;5;12.75
443;10;5
443;10;10
443;10;9
443;10;13
443;10;9
443;6;12.75
443;6;13.25
443;6;12.75
443;6;14.5
443;6;13
443;6;15.75
443;6;6.75
443;6;8.5
443;1;9
443;1;10.5
443;1;10
443;1;10.5
443;1;10.5
443;1;9.5
443;1;9
443;2;8
443;2;4.5
443;2;9.5
443;2;4.5
443;2;9
466;8;8
466;8;9.5
466;8;7.5
466;8;9
466;8;8
466;8;4.5
466;4;8
466;4;7.5
466;4;9
466;3;14
466;3;16.75
466;3;14.25
466;3;14.75
466;3;14
466;3;16
466;3;13
466;7;10.3
466;7;11.6
466;7;10.4
466;7;11.9
466;7;10.9
466;7;11.9
466;9;11
466;9;7.7
466;9;10.4
466;9;11.8
466;9;11.1
466;9;10
466;5;10
466;5;15
466;5;9.5
466;5;15.25
466;5;11
466;5;14
466;5;11.75
466;5;15.25
466;5;18.25
466;10;9.5
466;10;10.5
466;10;4.5
466;10;10.5
466;10;3.5
466;6;12.25
466;6;11.75
466;6;10
466;6;14.75
466;6;14.75
466;6;13.25
466;6;8.75
466;6;17.75
466;1;12
466;1;12
466;1;7.5
466;1;12.5
466;1;10.5
466;1;16
466;1;9
466;2;5.5
466;2;12
466;2;9.5
466;2;8.5
466;2;9.5
471;8;7.5
471;8;9
471;8;7.5
471;8;6.5
471;8;7
471;8;8.5
471;4;7.5
471;4;9
471;4;8.5
471;3;13.75
471;3;15
471;3;14.5
471;3;15.75
471;3;13
471;3;13.75
471;3;14.25
471;7;10.7
471;7;11.7
471;7;11
471;7;12.8
471;7;10.2
471;7;12.6
471;9;9.3
471;9;16.4
471;9;14.6
471;9;11
471;9;13.6
471;9;11.4
471;5;16
471;5;18
471;5;13.75
471;5;20
471;5;12
471;5;12.5
471;5;16.25
471;5;16.25
471;10;10.5
471;10;7.5
471;10;7.5
471;10;7
471;10;10
471;6;15.25
471;6;13
471;6;18
471;6;15.25
471;6;14.75
471;6;11
471;6;14.5
471;6;13.5
471;1;14.5
471;1;11
471;1;10
471;1;9.5
471;1;13
471;1;13
471;1;10
471;2;10
471;2;9.5
471;2;7.5
471;2;9.5
471;2;8
479;8;8.5
479;8;9
479;8;10
479;8;9
479;8;7.5
479;8;7.5
479;4;10
479;4;7
479;4;9
479;3;13.25
479;3;16.5
479;3;14.75
479;3;14.75
479;3;15
479;3;14.75
479;3;14.75
479;7;11.7
479;7;11.8
479;7;11.3
479;7;11.2
479;7;10
479;7;10.8
479;9;15.4
479;9;13.2
479;9;11.2
479;9;16.6
479;9;10.8
479;9;11.9
479;5;9
479;5;16.25
479;5;12.75
479;5;18
479;5;15
479;5;17
479;5;16.25
479;5;15.5
479;5;12
479;10;7.5
479;10;9.5
479;10;6
479;10;5.5
479;10;8
479;6;14
479;6;11.25
479;6;8.5
479;6;11
479;6;17.5
479;6;15.75
479;6;14.5
479;6;17.75
479;1;10.5
479;1;13
479;1;7
479;1;12.5
479;1;10.5
479;1;10
479;1;11
479;2;10
479;2;8.5
479;2;9
479;2;9
479;2;9
482;8;8
482;8;7.5
482;8;7.5
482;8;9.5
482;8;8.5
482;8;7
482;4;5
482;4;8.5
482;4;7.5
482;3;15.5
482;3;16
482;3;13.75
482;3;14.25
482;3;15
482;3;14
482;3;14
482;7;12.6
482;7;11
482;7;11.8
482;7;10.5
482;7;10.6
482;7;11.9
482;9;7.9
482;9;11.8
482;9;9.5
482;9;9.9
482;9;10.1
482;9;9.5
482;5;10.25
482;5;13
482;5;13.5
482;5;14.25
482;5;13.5
482;5;14.75
482;5;12.5
482;5;10.25
482;10;4.5
482;10;7
482;10;8.5
482;10;10
482;10;6.5
482;6;13
482;6;8
482;6;14
482;6;12.25
482;6;10.75
482;6;16.25
482;6;10.5
482;6;16
482;1;11
482;1;10.5
482;1;13.5
482;1;9
482;1;10.5
482;1;8
482;1;12
482;2;7.5
482;2;6.5
482;2;7.5
482;2;unknown
482;2;6.5
515;8;8
515;8;6.5
515;8;6
515;8;6
515;8;7.5
515;8;8.5
515;4;8.5
515;4;7
515;4;6.5
515;3;14.5
515;3;15.5
515;3;13.75
515;3;14.75
515;3;15.75
515;3;14.75
515;3;14.25
515;7;11.8
515;7;12.4
515;7;9.8
515;7;10.3
515;7;10.8
515;7;11.8
515;9;8.4
515;9;9.6
515;9;12
515;9;10.9
515;9;11.3
515;9;10.9
515;5;14
515;5;11.75
515;5;7.25
515;5;13.75
515;5;14.5
515;5;13.25
515;5;15.25
515;5;15
515;5;10.75
515;10;7.5
515;10;14
515;10;10.5
515;10;7
515;10;unknown
515;6;15.75
515;6;14.25
515;6;10.75
515;6;12.75
515;6;12.25
515;6;6
515;6;14.5
515;6;9
515;1;12.5
515;1;11
515;1;10.5
515;1;11
515;1;10.5
515;1;7.5
515;1;11
515;2;7.5
515;2;10
515;2;8.5
515;2;2.5
515;2;6.5
523;8;8.5
523;8;6.5
523;8;6
523;8;5.5
523;8;6.5
523;8;6.5
523;4;9
523;4;9
523;4;7.5
523;3;13.5
523;3;15
523;3;14.25
523;3;15.25
523;3;15.25
523;3;13.25
523;3;14
523;7;10.7
523;7;12.4
523;7;10.8
523;7;11.9
523;7;12.4
523;7;12.6
523;9;8.3
523;9;12.3
523;9;9.1
523;9;6.8
523;9;12.4
523;9;7.5
523;5;12.5
523;5;11.75
523;5;12.25
523;5;11.5
523;5;16.75
523;5;10
523;5;12.5
523;5;14.5
523;10;11
523;10;7
523;10;6.5
523;10;7
523;10;8
523;6;11.75
523;6;11.5
523;6;18
523;6;12.5
523;6;9.25
523;6;12.25
523;6;15.5
523;6;13
523;1;12.5
523;1;12
523;1;12
523;1;9.5
523;1;10.5
523;1;9.5
523;1;12.5
523;2;6
523;2;7.5
523;2;11.5
523;2;unknown
523;2;5.5
532;8;8.5
532;8;6
532;8;8.5
532;8;7
532;8;8
532;8;7.5
532;4;7
532;4;8.5
532;4;7
532;3;15.25
532;3;15.75
532;3;15.25
532;3;13.25
532;3;14
532;3;14.25
532;3;13
532;7;9.8
532;7;12.4
532;7;11.4
532;7;unknown
532;7;9
532;7;11.6
532;9;8
532;9;10.3
532;9;8.4
532;9;14.9
532;9;12.6
532;9;11.9
532;5;13
532;5;14
532;5;14.25
532;5;12.5
532;5;12.25
532;5;15.5
532;5;9.5
532;5;11.75
532;5;16.25
532;10;6
532;10;5
532;10;7.5
532;10;5.5
532;10;8
532;6;12.25
532;6;10.5
532;6;11.75
532;6;9
532;6;15.75
532;6;13.5
532;6;11.75
532;6;13.75
532;1;10.5
532;1;16.5
532;1;10.5
532;1;9.5
532;1;11.5
532;1;10.5
532;1;15.5
532;2;10.5
532;2;7
532;2;5.5
532;2;7
536;8;5.5
536;8;7.5
536;8;8
536;8;5.5
536;8;8.5
536;8;7.5
536;4;8
536;4;11.5
536;4;8.5
536;3;15.25
536;3;14.25
536;3;15.25
536;3;14.75
536;3;15.5
536;3;14
536;3;15.5
536;7;11.3
536;7;9.9
536;7;10.9
536;7;9.6
536;7;10.4
536;7;11.3
536;9;7.6
536;9;14.4
536;9;11.2
536;9;11.7
536;9;8
536;5;15
536;5;14.5
536;5;14.25
536;5;14.5
536;5;11.5
536;5;9.75
536;5;12.5
536;5;13.75
536;5;12.5
536;10;9.5
536;10;8.5
536;10;9.5
536;10;10
536;6;14.25
536;6;10.5
536;6;12.25
536;6;10.75
536;6;14.25
536;6;11.75
536;6;8.75
536;6;13.25
536;1;11
536;1;15.5
536;1;14.5
536;1;7
536;1;10.5
536;1;15.5
536;1;13.5
536;2;7.5
536;2;4.5
536;2;6
536;2;6.5
536;2;10.5
546;8;6.5
546;8;5.5
546;8;6
546;8;10
546;8;7
546;8;11.5
546;4;8.5
546;4;5
546;4;7.5
546;3;14.25
546;3;11.25
546;3;15
546;3;15.25
546;3;16.25
546;3;14.25
546;3;15.5
546;7;11.6
546;7;8.2
546;7;12.2
546;7;13.5
546;7;10.1
546;9;6.8
546;9;10
546;9;13
546;9;12.4
546;9;12.4
546;9;11.5
546;5;14
546;5;unknown
546;5;11.75
546;5;14
546;5;10
546;5;15
546;5;18.25
546;5;11.5
546;5;12.5
546;10;8.5
546;10;6
546;10;12.5
546;10;5
546;10;7.5
546;6;11
546;6;9
546;6;14.5
546;6;20
546;6;10.5
546;6;11.25
546;6;13.75
546;6;12.75
546;1;13
546;1;11
546;1;13
546;1;9.5
546;1;8.5
546;1;8.5
546;1;12.5
546;2;10.5
546;2;8.5
546;2;6
546;2;9
546;2;9.5
552;8;7.5
552;8;6.5
552;8;6
552;8;8
552;8;5
552;8;8
552;4;7.5
552;4;9
552;4;5.5
552;3;13.5
552;3;14.25
552;3;15
552;3;15.75
552;3;14
552;3;15.25
552;3;16.75
552;7;12.4
552;7;10.8
552;7;11.2
552;7;11.4
552;7;11.3
552;7;10.3
552;9;13.9
552;9;9.2
552;9;7.4
552;9;9.9
552;9;15.5
552;9;8.4
552;5;14.75
552;5;11.5
552;5;12.75
552;5;11.5
552;5;16.25
552;5;14.5
552;5;13.25
552;5;16.25
552;5;12.5
552;10;4.5
552;10;4.5
552;10;5.5
552;10;8.5
552;10;10.5
552;6;10.75
552;6;10.75
552;6;9.25
552;6;17
